AAPL,FB,NFLX,V,XOM
372.500008,,114.9,84.779999,72.83000200000001
378.249992,,119.760004,84.989998,73.949997
377.369999,,123.240004,87.129997,73.889999
369.799999,,117.209999,86.25,73.559998
388.809994,,111.619998,89.25,76.279999
400.289989,,108.659997,90.510002,76.269997
402.190006,,113.619997,91.169998,77.160004
408.429989,,117.009995,92.599998,76.370003
421.999992,,116.039999,93.919998,78.110001
419.990013,,117.330002,91.190002,77.470001
422.23999800000007,,111.740001,93.910004,78.889999
398.619991,,109.420001,90.080002,78.43
395.310009,,111.480001,91.349998,78.709999
392.870007,,117.039995,93.43,80.129997
405.770008,,118.839996,94.209999,80.16999799999999
397.770012,,77.370002,90.68,79.440002
400.60001,,79.400002,92.019997,81.07
404.69001,,80.86000200000001,94.400002,81.879997
404.949989,,84.14000300000001,95.099998,81.480003
404.779999,,82.080003,93.260002,78.089996
396.51001,,80.089997,90.029999,75.940002
397.410004,,83.389999,91.5,77.370003
403.07,,92.290003,93.18,78.860001
400.240002,,90.019998,92.639999,78.519997
399.730003,,90.830003,92.959999,79.349998
406.229992,,90.470001,94.540001,79.760002
395.279995,,88.049999,93.129997,77.389999
385.220005,,85.11999899999999,93.040001,78.699997
384.619991,,87.749999,95.160004,79.720001
379.260002,,85.719999,93.82,78.959999
388.829994,,86.279999,95.629997,79.089996
384.770008,,81.180002,93.400002,78.25
377.41,,76.460001,91.400002,77.860001
374.94001,,78.059998,90.809998,77.900002
369.009995,,74.47000200000001,91.209999,76.910004
376.510006,,70.449997,90.839996,76.029999
366.990002,,68.499999,89.290001,74.58000200000001
363.570004,,63.86,89.019997,73.900002
376.12001,,69.949999,93.470001,75.839996
373.199997,,67.569998,92.900002,76.93
382.199989,,64.530002,96.970001,80.440002
387.93,,67.170002,97.760002,79.790001
389.700001,,66.369997,97.199997,79.790001
393.01001,,70.120003,96.059998,80.449997
390.949989,,68.139997,95.370003,80.82
389.09,,71.959998,97.07,81.08000200000001
390.659996,,69.42,95.800003,79.870003
393.62001,,70.89,97.190002,81.339996
391.839996,,75.26,96.919998,80.050003
388.809994,,72.11000200000001,95.910004,80.529999
380.19001,,71.039997,96.360001,79.440002
378.939995,,69.72,95.82,80.029999
381.019989,,69.820003,97.440002,80.160004
382.210003,,67.150002,98.580002,79.529999
395.949997,,71.399999,101.349998,82.0
396.450008,,70.97000200000001,100.720001,83.120003
398.550003,,73.840001,100.540001,84.290001
403.330006,,72.62,102.480003,85.220001
406.529999,,70.6,101.910004,85.279999
402.640003,,69.200002,100.720001,84.18
405.120007,,69.29999699999999,103.150002,85.269997
405.000004,,69.289997,101.529999,84.760002
411.23,,72.239998,102.989998,86.0
413.44001,,80.449999,101.150002,86.019997
418.029995,,79.299999,101.910004,85.760002
422.400002,,86.289999,100.709999,85.120003
421.73,,98.179997,99.900002,85.5
423.239994,,95.829997,99.800003,85.720001
422.549992,,92.15,99.110001,85.08000200000001
421.389992,,92.15,101.339996,84.739998
419.810009,,94.379997,100.739998,84.879997
424.700001,,94.719998,102.529999,85.690002
429.110008,,98.539999,103.779999,86.449997
427.750004,,103.459998,102.370003,87.029999
420.3000070000001,,100.239998,100.580002,87.489998
427.409996,,93.960001,99.599998,87.470001
420.409996,,92.669998,101.010002,87.18
446.659996,,95.039999,100.559998,87.220001
444.62999,,116.009998,100.860001,86.769997
447.28001,,123.790003,101.050003,85.83000200000001
453.009995,,125.43,99.879997,85.489998
456.47998,,120.200001,100.639999,83.739998
456.189987,,122.969997,102.510002,83.970001
455.12000300000005,,123.999994,106.059998,83.529999
459.68,,126.429996,107.029999,84.91999799999999
463.969978,,129.249994,107.360001,85.75
468.830009,,127.880003,106.980003,86.339996
476.680016,,123.999994,108.349998,85.32
493.170006,,124.84,112.419998,84.879997
493.419998,,123.930006,113.900002,83.800003
502.600021,,118.299997,112.709999,84.41999799999999
509.459991,,123.07,115.239998,84.66999799999999
497.669975,,122.060003,115.099998,84.120003
502.209999,,121.91,113.800003,85.410004
502.12001,,121.849998,115.010002,85.620003
514.850021,,117.400003,114.199997,86.57
513.039993,,112.399996,116.360001,86.91999799999999
516.3899769999999,,112.989996,116.480003,87.019997
522.4099809999999,,111.669999,117.540001,87.339996
525.760017,,109.410001,116.860001,87.230003
535.410011,,113.320004,118.949997,87.139999
542.440025,,110.729998,116.370003,86.5
544.4699780000001,,112.750004,117.18,86.83000200000001
545.180008,,115.100004,116.160004,86.33000200000001
533.1600269999999,,110.809999,116.239998,87.010002
530.259987,,107.130002,114.839996,85.860001
530.6900099999999,,105.189998,115.639999,85.83000200000001
541.989975,,108.069997,117.970001,84.83000200000001
545.170021,,109.130001,117.169998,84.300003
551.999977,,106.200001,116.529999,85.550003
568.099998,,106.349998,117.269997,86.860001
589.580009,,105.249999,116.75,86.019997
585.5599980000001,,110.169998,117.0,86.089996
585.569984,,109.96,116.68,86.440002
601.100006,,114.33,118.839996,86.989998
605.959984,,115.020002,116.519997,86.599998
602.4999849999999,,120.099998,116.75,86.010002
599.3400190000001,,118.729994,117.279999,85.33000200000001
596.050011,,120.190001,118.779999,85.550003
606.97998,,121.990002,120.059998,87.029999
614.4800190000001,,120.669998,119.809998,86.620003
617.62001,,118.809996,119.349998,85.860001
609.8599929999999,,115.050003,119.0,86.08000200000001
599.550011,,115.040003,118.0,86.730003
618.6300200000001,,113.970005,118.980003,87.07
629.319984,,112.959995,120.360001,85.83000200000001
624.3099900000001,,110.26,118.980003,84.980003
633.679977,,110.499999,121.010002,84.82
636.229996,,106.679998,119.5,83.879997
628.440018,,101.920003,116.739998,82.16999799999999
626.20002,,99.810001,117.379997,82.699997
622.7699809999999,,104.260003,121.019997,83.599998
605.22998,,104.170001,123.160004,82.949997
580.1300200000001,,101.149999,120.830002,84.010002
609.699989,,107.02,122.080002,85.449997
608.340012,,106.959998,121.779999,85.75
587.439987,,107.090001,121.190002,85.279999
572.980003,,106.109999,121.010002,85.300003
571.699974,,101.840001,118.099998,85.690002
560.280006,,87.679997,118.93,86.309998
610.000023,,86.35,121.790001,86.849998
607.6999969999999,,85.069998,123.190002,86.07
603.000023,,83.740001,123.519997,86.08000200000001
583.9799879999999,,80.13999799999999,122.980003,86.339996
582.130013,,81.36,123.089996,87.040001
585.97998,,82.23,122.190002,86.199997
581.819992,,75.970003,116.410004,85.650002
565.25,,73.13999799999999,117.790001,84.57
569.480003,,73.449999,118.510002,84.480003
568.18,,72.789997,118.139999,84.019997
569.180023,,74.349999,117.419998,83.309998
570.519974,,72.420002,118.169998,82.839996
566.710007,,77.380002,117.919998,83.099998
558.2199860000001,,76.959999,116.720001,82.120003
553.169991,,77.479998,116.610001,81.790001
546.0800019999999,,74.20000300000001,117.529999,82.16999799999999
530.12001,,71.969998,115.010002,81.910004
530.37999,,69.959999,112.639999,81.470001
561.279976,,71.74,116.220001,82.040001
556.970024,,67.710001,118.389999,81.949997
570.559975,,71.909997,119.169998,82.040001
565.320015,,70.27,119.769997,82.610001
562.289986,,70.219998,119.370003,82.08000200000001
572.269974,,69.440001,120.279999,81.93
579.1699980000001,,67.339999,117.489998,79.790001
577.7300190000001,,63.439997,115.199997,78.629997
560.989983,,62.949999,112.25,77.91999799999999
564.289978,,64.999999,114.160004,77.83000200000001
562.830025,,64.83000200000001,113.809998,77.599998
571.460022,,65.879999,116.339996,80.18
571.720001,,64.639997,116.809998,80.690002
580.319984,,65.64,116.580002,80.839996
571.169975,,63.0,116.349998,80.269997
576.159996,,63.02,117.160004,81.260002
572.160011,,62.830003000000005,114.900002,80.629997
571.529984,,62.659999,116.489998,82.129997
574.12999,,65.789997,118.400002,83.220001
585.779976,,66.72999899999999,120.099998,83.110001
587.4100269999999,,69.830003,121.349998,84.480003
585.739975,,68.159998,122.589996,84.970001
577.669991,,65.839998,119.480003,82.110001
582.099998,,67.859998,124.949997,82.110001
570.77002,,67.029999,121.269997,81.239998
572.0300219999999,,66.8,123.160004,82.400002
574.4999849999999,,66.49,123.440002,83.199997
569.04998,,67.36,121.519997,83.099998
584.0000150000001,,68.489999,123.629997,85.57
592.519997,,67.849998,126.620003,85.339996
599.4099809999999,,72.04,126.339996,86.279999
609.9399950000001,,81.720001,127.010002,85.57
605.879982,,81.88999799999999,125.279999,84.800003
613.889992,,82.989997,123.650002,83.650002
608.210022,,80.23,122.279999,83.110001
604.430016,,81.639999,120.739998,84.379997
598.900009,,84.97000200000001,122.639999,84.120003
604.970001,,84.900001,124.089996,85.470001
606.910019,,82.979997,127.150002,85.050003
606.93998,,81.78000300000001,128.229996,85.730003
606.260017,,81.269998,127.82,86.209999
614.320015,,83.12,125.389999,86.209999
604.300026,,81.819997,125.75,85.949997
603.8300019999999,,79.940001,124.470001,85.209999
600.919975,,80.389997,122.650002,84.58000200000001
574.970009,,60.279998,122.199997,85.239998
574.8800200000001,,57.010003000000005,126.769997,86.519997
585.159988,,58.92,129.139999,87.449997
595.0300139999999,,57.75,130.839996,87.559998
