time,data_values
2011-05-18,339.869995
2011-05-19,340.53001
2011-05-20,335.220009
2011-05-23,334.39999
2011-05-24,332.190006
2011-05-25,336.779991
2011-05-26,335.000004
2011-05-27,337.409992
2011-05-31,347.82999
2011-06-01,345.509991
2011-06-02,346.099991
2011-06-03,343.44001000000003
2011-06-06,338.03999300000004
2011-06-07,332.039989
2011-06-08,332.239994
2011-06-09,331.48999
2011-06-10,325.900009
2011-06-13,326.599998
2011-06-14,332.439999
2011-06-15,326.749989
2011-06-16,325.159992
2011-06-17,320.259987
2011-06-20,315.320007
2011-06-21,325.299995
2011-06-22,322.61000099999995
2011-06-23,331.230011
2011-06-24,326.350006
2011-06-27,332.039989
2011-06-28,335.26001
2011-06-29,334.040009
2011-06-30,335.670006
2011-07-01,343.26000600000003
2011-07-05,349.43
2011-07-06,351.759987
2011-07-07,357.200005
2011-07-08,359.709995
2011-07-11,354.000011
2011-07-12,353.749992
2011-07-13,358.01999700000005
2011-07-14,357.77000400000003
2011-07-15,364.919994
2011-07-18,373.800011
2011-07-19,376.849987
2011-07-20,386.89999
2011-07-21,387.290012
2011-07-22,393.300003
2011-07-25,398.499989
2011-07-26,403.410007
2011-07-27,392.59
2011-07-28,391.819996
2011-07-29,390.479992
2011-08-01,396.749989
2011-08-02,388.909996
2011-08-03,392.57
2011-08-04,377.369999
2011-08-05,373.620007
2011-08-08,353.210007
2011-08-09,374.010002
2011-08-10,363.690006
2011-08-11,373.700008
2011-08-12,376.98999
2011-08-15,383.410004
2011-08-16,380.480003
2011-08-17,380.440002
2011-08-18,366.050007
2011-08-19,356.029991
2011-08-22,356.43998700000003
2011-08-23,373.600006
2011-08-24,376.180012
2011-08-25,373.720009
2011-08-26,383.579994
2011-08-29,389.969994
2011-08-30,389.989994
2011-08-31,384.830009
2011-09-01,381.030003
2011-09-02,374.050003
2011-09-06,379.740013
2011-09-07,383.929989
2011-09-08,384.140007
2011-09-09,377.479988
2011-09-12,379.939991
2011-09-13,384.619991
2011-09-14,389.299992
2011-09-15,392.959995
2011-09-16,400.500008
2011-09-19,411.630009
2011-09-20,413.449997
2011-09-21,412.140007
2011-09-22,401.820011
2011-09-23,404.299988
2011-09-26,403.170002
2011-09-27,399.260006
2011-09-28,397.009995
2011-09-29,390.570007
2011-09-30,381.319996
2011-10-03,374.600002
2011-10-04,372.500008
2011-10-05,378.249992
2011-10-06,377.369999
2011-10-07,369.799999
2011-10-10,388.809994
2011-10-11,400.289989
2011-10-12,402.190006
2011-10-13,408.429989
2011-10-14,421.999992
2011-10-17,419.990013
2011-10-18,422.23999800000007
2011-10-19,398.619991
2011-10-20,395.310009
2011-10-21,392.870007
2011-10-24,405.770008
2011-10-25,397.770012
2011-10-26,400.60001
2011-10-27,404.69001
2011-10-28,404.949989
2011-10-31,404.779999
2011-11-01,396.51001
2011-11-02,397.410004
2011-11-03,403.07
2011-11-04,400.240002
2011-11-07,399.730003
2011-11-08,406.229992
2011-11-09,395.279995
2011-11-10,385.220005
2011-11-11,384.619991
2011-11-14,379.260002
2011-11-15,388.829994
2011-11-16,384.770008
2011-11-17,377.41
2011-11-18,374.94001
2011-11-21,369.009995
2011-11-22,376.510006
2011-11-23,366.990002
2011-11-25,363.570004
2011-11-28,376.12001
2011-11-29,373.199997
2011-11-30,382.199989
2011-12-01,387.93
2011-12-02,389.700001
2011-12-05,393.01001
2011-12-06,390.949989
2011-12-07,389.09
2011-12-08,390.659996
2011-12-09,393.62001
2011-12-12,391.839996
2011-12-13,388.809994
2011-12-14,380.19001
2011-12-15,378.939995
2011-12-16,381.019989
2011-12-19,382.210003
2011-12-20,395.949997
2011-12-21,396.450008
2011-12-22,398.550003
2011-12-23,403.330006
2011-12-27,406.529999
2011-12-28,402.640003
2011-12-29,405.120007
2011-12-30,405.000004
2012-01-03,411.23
2012-01-04,413.44001
2012-01-05,418.029995
2012-01-06,422.400002
2012-01-09,421.73
2012-01-10,423.239994
2012-01-11,422.549992
2012-01-12,421.389992
2012-01-13,419.810009
2012-01-17,424.700001
2012-01-18,429.110008
2012-01-19,427.750004
2012-01-20,420.3000070000001
2012-01-23,427.409996
2012-01-24,420.409996
2012-01-25,446.659996
2012-01-26,444.62999
2012-01-27,447.28001
2012-01-30,453.009995
2012-01-31,456.47998
2012-02-01,456.189987
2012-02-02,455.12000300000005
2012-02-03,459.68
2012-02-06,463.969978
2012-02-07,468.830009
2012-02-08,476.680016
2012-02-09,493.170006
2012-02-10,493.419998
2012-02-13,502.600021
2012-02-14,509.459991
2012-02-15,497.669975
2012-02-16,502.209999
2012-02-17,502.12001
2012-02-21,514.850021
2012-02-22,513.039993
2012-02-23,516.3899769999999
2012-02-24,522.4099809999999
2012-02-27,525.760017
2012-02-28,535.410011
2012-02-29,542.440025
2012-03-01,544.4699780000001
2012-03-02,545.180008
2012-03-05,533.1600269999999
2012-03-06,530.259987
2012-03-07,530.6900099999999
2012-03-08,541.989975
2012-03-09,545.170021
2012-03-12,551.999977
2012-03-13,568.099998
2012-03-14,589.580009
2012-03-15,585.5599980000001
2012-03-16,585.569984
2012-03-19,601.100006
2012-03-20,605.959984
2012-03-21,602.4999849999999
2012-03-22,599.3400190000001
2012-03-23,596.050011
2012-03-26,606.97998
2012-03-27,614.4800190000001
2012-03-28,617.62001
2012-03-29,609.8599929999999
2012-03-30,599.550011
2012-04-02,618.6300200000001
2012-04-03,629.319984
2012-04-04,624.3099900000001
2012-04-05,633.679977
2012-04-09,636.229996
2012-04-10,628.440018
2012-04-11,626.20002
2012-04-12,622.7699809999999
2012-04-13,605.22998
2012-04-16,580.1300200000001
2012-04-17,609.699989
2012-04-18,608.340012
2012-04-19,587.439987
2012-04-20,572.980003
2012-04-23,571.699974
2012-04-24,560.280006
2012-04-25,610.000023
2012-04-26,607.6999969999999
2012-04-27,603.000023
2012-04-30,583.9799879999999
2012-05-01,582.130013
2012-05-02,585.97998
2012-05-03,581.819992
2012-05-04,565.25
2012-05-07,569.480003
2012-05-08,568.18
2012-05-09,569.180023
2012-05-10,570.519974
2012-05-11,566.710007
2012-05-14,558.2199860000001
2012-05-15,553.169991
2012-05-16,546.0800019999999
2012-05-17,530.12001
2012-05-18,530.37999
2012-05-21,561.279976
2012-05-22,556.970024
2012-05-23,570.559975
2012-05-24,565.320015
2012-05-25,562.289986
2012-05-29,572.269974
2012-05-30,579.1699980000001
2012-05-31,577.7300190000001
2012-06-01,560.989983
2012-06-04,564.289978
2012-06-05,562.830025
2012-06-06,571.460022
2012-06-07,571.720001
2012-06-08,580.319984
2012-06-11,571.169975
2012-06-12,576.159996
2012-06-13,572.160011
2012-06-14,571.529984
2012-06-15,574.12999
2012-06-18,585.779976
2012-06-19,587.4100269999999
2012-06-20,585.739975
2012-06-21,577.669991
2012-06-22,582.099998
2012-06-25,570.77002
2012-06-26,572.0300219999999
2012-06-27,574.4999849999999
2012-06-28,569.04998
2012-06-29,584.0000150000001
2012-07-02,592.519997
2012-07-03,599.4099809999999
2012-07-05,609.9399950000001
2012-07-06,605.879982
2012-07-09,613.889992
2012-07-10,608.210022
2012-07-11,604.430016
2012-07-12,598.900009
2012-07-13,604.970001
2012-07-16,606.910019
2012-07-17,606.93998
2012-07-18,606.260017
2012-07-19,614.320015
2012-07-20,604.300026
2012-07-23,603.8300019999999
2012-07-24,600.919975
2012-07-25,574.970009
2012-07-26,574.8800200000001
2012-07-27,585.159988
2012-07-30,595.0300139999999
2012-07-31,610.759987
2012-08-01,606.8099900000001
2012-08-02,607.789986
2012-08-03,615.70002
2012-08-06,622.5500030000001
2012-08-07,620.910019
2012-08-08,619.860008
2012-08-09,620.7299879999999
2012-08-10,621.6999969999999
2012-08-13,630.0
2012-08-14,631.690025
2012-08-15,630.829979
2012-08-16,636.340012
2012-08-17,648.110001
2012-08-20,665.150017
2012-08-21,656.059982
2012-08-22,668.869995
2012-08-23,662.630013
2012-08-24,663.2199860000001
2012-08-27,675.679977
2012-08-28,674.800011
2012-08-29,673.469994
2012-08-30,663.869987
2012-08-31,665.240005
2012-09-04,674.970001
2012-09-05,670.230026
2012-09-06,676.270004
2012-09-07,680.43998
2012-09-10,662.739975
2012-09-11,660.5900190000001
2012-09-12,669.790016
2012-09-13,682.980011
2012-09-14,691.2800139999999
2012-09-17,699.7800219999999
2012-09-18,701.910004
2012-09-19,702.100021
2012-09-20,698.6999969999999
2012-09-21,700.089989
2012-09-24,690.790016
2012-09-25,673.5400089999999
2012-09-26,665.179977
2012-09-27,681.32
2012-09-28,667.100021
2012-10-01,659.389992
2012-10-02,661.309982
2012-10-03,671.449974
2012-10-04,666.799988
2012-10-05,652.589996
2012-10-08,638.170013
2012-10-09,635.850014
2012-10-10,640.909996
2012-10-11,628.099983
2012-10-12,629.710007
2012-10-15,634.760002
2012-10-16,649.789986
2012-10-17,644.610001
2012-10-18,632.6400070000001
2012-10-19,609.8400190000001
2012-10-22,634.029999
2012-10-23,613.3599929999999
2012-10-24,616.829979
2012-10-25,609.539986
2012-10-26,603.999992
2012-10-31,595.320007
2012-11-01,596.5400089999999
2012-11-02,576.800011
2012-11-05,584.620003
2012-11-06,582.849976
2012-11-07,558.000008
2012-11-08,537.7499849999999
2012-11-09,547.0599980000001
2012-11-12,542.829994
2012-11-13,542.900009
2012-11-14,536.880005
2012-11-15,525.619987
2012-11-16,527.680008
2012-11-19,565.730011
2012-11-20,560.9099809999999
2012-11-21,561.700012
2012-11-23,571.500023
2012-11-26,589.5300219999999
2012-11-27,584.780006
2012-11-28,582.940018
2012-11-29,589.3599780000001
2012-11-30,585.279991
2012-12-03,586.190025
2012-12-04,575.849976
2012-12-05,538.7900089999999
2012-12-06,547.239975
2012-12-07,533.2500150000001
2012-12-10,529.819977
2012-12-11,541.3900150000001
2012-12-12,539.0
2012-12-13,529.689987
2012-12-14,509.78998600000006
2012-12-17,518.829979
2012-12-18,533.900017
2012-12-19,526.3099900000001
2012-12-20,521.7300190000001
2012-12-21,519.330017
2012-12-24,520.169983
2012-12-26,512.999992
2012-12-27,515.060013
2012-12-28,509.589981
2012-12-31,532.169991
2013-01-02,549.029976
2013-01-03,542.099991
2013-01-04,526.999992
2013-01-07,523.900002
2013-01-08,525.31002
2013-01-09,517.100006
2013-01-10,523.509979
2013-01-11,520.300026
2013-01-14,501.750015
2013-01-15,485.920013
2013-01-16,506.089981
2013-01-17,502.68002300000006
2013-01-18,500.000015
2013-01-22,504.770004
2013-01-23,514.010002
2013-01-24,450.499977
2013-01-25,439.880001
2013-01-28,449.830002
2013-01-29,458.269981
2013-01-30,456.830002
2013-01-31,455.48999800000007
2013-02-01,453.619995
2013-02-04,442.320004
2013-02-05,457.840012
2013-02-06,457.350014
2013-02-07,468.220009
2013-02-08,474.980003
2013-02-11,479.93002300000006
2013-02-12,467.900002
2013-02-13,467.009995
2013-02-14,466.590012
2013-02-15,460.16001100000005
2013-02-19,459.990021
2013-02-20,448.850006
2013-02-21,446.060009
2013-02-22,450.80999800000006
2013-02-25,442.799988
2013-02-26,448.970009
2013-02-27,444.569988
2013-02-28,441.400009
2013-03-01,430.470013
2013-03-04,420.049988
2013-03-05,431.139988
2013-03-06,425.659996
2013-03-07,430.580002
2013-03-08,431.720001
2013-03-11,437.869995
2013-03-12,428.429993
2013-03-13,428.349991
2013-03-14,432.499992
2013-03-15,443.660007
2013-03-18,455.720016
2013-03-19,454.489975
2013-03-20,452.079987
2013-03-21,452.729988
2013-03-22,461.91001100000005
2013-03-25,463.580009
2013-03-26,461.140007
2013-03-27,452.079987
2013-03-28,442.66001100000005
2013-04-01,428.910004
2013-04-02,429.789997
2013-04-03,431.989994
2013-04-04,427.71999000000005
2013-04-05,423.199993
2013-04-08,426.209995
2013-04-09,426.98
2013-04-10,435.689999
2013-04-11,434.32999400000006
2013-04-12,429.800011
2013-04-15,419.85001
2013-04-16,426.240009
2013-04-17,402.800007
2013-04-18,392.049988
2013-04-19,390.530006
2013-04-22,398.670006
2013-04-23,406.12999
2013-04-24,405.459988
2013-04-25,408.380001
2013-04-26,417.199989
2013-04-29,430.119991
2013-04-30,442.779987
2013-05-01,439.290001
2013-05-02,445.519997
2013-05-03,449.980019
2013-05-06,460.709984
2013-05-07,458.660004
2013-05-08,463.839989
2013-05-09,456.7699740000001
2013-05-10,452.969994
2013-05-13,454.740021
2013-05-14,443.860012
2013-05-15,428.850002
2013-05-16,434.580013
2013-05-17,433.26001
2013-05-20,442.930004
2013-05-21,439.659996
2013-05-22,441.349995
2013-05-23,442.1399990000001
2013-05-24,445.150002
2013-05-28,441.44001
2013-05-29,444.949997
2013-05-30,451.580002
2013-05-31,449.730026
2013-06-03,450.720009
2013-06-04,449.30999
2013-06-05,445.110001
2013-06-06,438.459995
2013-06-07,441.810005
2013-06-10,438.889992
2013-06-11,437.600002
2013-06-12,432.189999
2013-06-13,435.959991
2013-06-14,430.050003
2013-06-17,432.000008
2013-06-18,431.769989
2013-06-19,422.999989
2013-06-20,416.840008
2013-06-21,413.500011
2013-06-24,402.540001
2013-06-25,402.62999
2013-06-26,398.069992
2013-06-27,393.779987
2013-06-28,396.53001
2013-07-01,409.219994
2013-07-02,418.490005
2013-07-03,420.799992
2013-07-05,417.419994
2013-07-08,415.050007
2013-07-09,422.349987
2013-07-10,420.730003
2013-07-11,427.289993
2013-07-12,426.51000199999993
2013-07-15,427.44001
2013-07-16,430.199993
2013-07-17,430.310009
2013-07-18,431.76000199999993
2013-07-19,424.949993
2013-07-22,426.30999800000006
2013-07-23,418.98999
2013-07-24,440.51000199999993
2013-07-25,438.499996
2013-07-26,440.990013
2013-07-29,447.790009
2013-07-30,453.320015
2013-07-31,452.529984
2013-08-01,456.679985
2013-08-02,462.53998600000006
2013-08-05,469.449997
2013-08-06,465.250008
2013-08-07,464.979988
2013-08-08,461.010017
2013-08-09,454.449974
2013-08-12,467.360016
2013-08-13,489.569977
2013-08-14,498.500008
2013-08-15,497.909981
2013-08-16,502.330002
2013-08-19,507.740005
2013-08-20,501.07
2013-08-21,502.360016
2013-08-22,502.959976
2013-08-23,501.020012
2013-08-26,502.970016
2013-08-27,488.589981
2013-08-28,490.8999940000001
2013-08-29,491.700012
2013-08-30,487.220016
2013-09-03,488.57999400000006
2013-09-04,498.690025
2013-09-05,495.2699740000001
2013-09-06,498.220001
2013-09-09,506.169983
2013-09-10,494.6399990000001
2013-09-11,467.709984
2013-09-12,472.690018
2013-09-13,464.899986
2013-09-16,450.119995
2013-09-17,455.320007
2013-09-18,464.680008
2013-09-19,472.299995
2013-09-20,467.410004
2013-09-23,490.64001500000006
2013-09-24,489.100006
2013-09-25,481.530006
2013-09-26,486.219994
2013-09-27,482.750008
2013-09-30,476.749977
2013-10-01,487.960007
2013-10-02,489.55999
2013-10-03,483.409996
2013-10-04,483.030014
2013-10-07,487.750015
2013-10-08,480.93998
2013-10-09,486.589989
2013-10-10,489.639992
2013-10-11,492.80999800000006
2013-10-14,496.039978
2013-10-15,498.679985
2013-10-16,501.110001
2013-10-17,504.499985
2013-10-18,508.889992
2013-10-21,521.3600230000001
2013-10-22,519.870003
2013-10-23,524.959999
2013-10-24,531.910011
2013-10-25,525.960022
2013-10-28,529.880005
2013-10-29,516.680023
2013-10-30,524.900024
2013-10-31,522.699974
2013-11-01,520.030006
2013-11-04,526.75
2013-11-05,525.4499969999999
2013-11-06,520.920013
2013-11-07,512.490021
2013-11-08,520.5600049999999
2013-11-11,519.050011
2013-11-12,520.009979
2013-11-13,520.6300200000001
2013-11-14,528.160019
2013-11-15,524.990013
2013-11-18,518.6299740000001
2013-11-19,519.549995
2013-11-20,514.9999849999999
2013-11-21,521.139992
2013-11-22,519.799988
2013-11-25,523.739998
2013-11-26,533.399979
2013-11-27,545.959999
2013-11-29,556.069977
2013-12-02,551.230026
2013-12-03,566.319984
2013-12-04,565.000008
2013-12-05,567.899994
2013-12-06,560.019974
2013-12-09,566.43
2013-12-10,565.54998
2013-12-11,561.3599780000001
2013-12-12,560.539986
2013-12-13,554.429993
2013-12-16,557.500023
2013-12-17,554.990005
2013-12-18,550.769989
2013-12-19,544.4599910000001
2013-12-20,549.019989
2013-12-23,570.090004
2013-12-24,567.669975
2013-12-26,563.900009
2013-12-27,560.089989
2013-12-30,554.5199809999999
2013-12-31,561.019997
2014-01-02,553.12999
2014-01-03,540.9800190000001
2014-01-06,543.929993
2014-01-07,540.040024
2014-01-08,543.460022
2014-01-09,536.519997
2014-01-10,532.9399950000001
2014-01-13,535.7300190000001
2014-01-14,546.3900219999999
2014-01-15,557.3599929999999
2014-01-16,554.2500150000001
2014-01-17,540.6699980000001
2014-01-21,549.069977
2014-01-22,551.509979
2014-01-23,556.179993
2014-01-24,546.070015
2014-01-27,550.500023
2014-01-28,506.499977
2014-01-29,500.749992
2014-01-30,499.779984
2014-01-31,500.599976
2014-02-03,501.529984
2014-02-04,508.790016
2014-02-05,512.589996
2014-02-06,512.509995
2014-02-07,519.679985
2014-02-10,528.989998
2014-02-11,535.959984
2014-02-12,535.919983
2014-02-13,544.429977
2014-02-14,543.990021
2014-02-18,545.990013
2014-02-19,537.370003
2014-02-20,531.149994
2014-02-21,525.249992
2014-02-24,527.550018
2014-02-25,522.060013
2014-02-26,517.349998
2014-02-27,527.670021
2014-02-28,526.239975
2014-03-03,527.76001
2014-03-04,531.239983
2014-03-05,532.360008
2014-03-06,530.7499849999999
2014-03-07,530.440018
2014-03-10,530.919975
2014-03-11,536.0899730000001
2014-03-12,536.6099849999999
2014-03-13,530.650009
2014-03-14,524.68998
2014-03-17,526.740013
2014-03-18,531.399986
2014-03-19,531.26001
2014-03-20,528.700005
2014-03-21,532.8699799999999
2014-03-24,539.190018
2014-03-25,544.98999
2014-03-26,539.779991
2014-03-27,537.4599910000001
2014-03-28,536.8599780000001
2014-03-31,536.739975
2014-04-01,541.649994
2014-04-02,542.549988
2014-04-03,538.7900089999999
2014-04-04,531.820023
2014-04-07,523.4699780000001
2014-04-08,523.440018
2014-04-09,530.320015
2014-04-10,523.4800190000001
2014-04-11,519.6100230000001
2014-04-14,521.679977
2014-04-15,517.959999
2014-04-16,519.01001
2014-04-17,524.940025
2014-04-21,531.170021
2014-04-22,531.70002
2014-04-23,524.750008
2014-04-24,567.770004
2014-04-25,571.93998
2014-04-28,594.0900190000001
2014-04-29,592.329979
2014-04-30,590.089981
2014-05-01,591.480026
2014-05-02,592.580025
2014-05-05,600.959976
2014-05-06,594.4100269999999
2014-05-07,592.329979
2014-05-08,587.990013
2014-05-09,585.540024
2014-05-12,592.830017
2014-05-13,593.760025
2014-05-14,593.869987
2014-05-15,588.819992
2014-05-16,597.510017
2014-05-19,604.5900190000001
2014-05-20,604.710022
2014-05-21,606.3100049999999
2014-05-22,607.269974
2014-05-23,614.129997
2014-05-27,625.6300200000001
2014-05-28,624.01001
2014-05-29,635.37999
2014-05-30,633.0000150000001
2014-06-02,628.650009
2014-06-03,637.539986
2014-06-04,644.819992
2014-06-05,647.349983
2014-06-06,645.570023
2014-06-09,93.699997
2014-06-10,94.25
2014-06-11,93.860001
2014-06-12,92.290001
2014-06-13,91.279999
2014-06-16,92.199997
2014-06-17,92.080002
2014-06-18,92.18
2014-06-19,91.860001
2014-06-20,90.910004
2014-06-23,90.830002
2014-06-24,90.279999
2014-06-25,90.360001
2014-06-26,90.900002
2014-06-27,91.980003
2014-06-30,92.93
2014-07-01,93.519997
